measurement type,taxon,new  taxon,vs_vegetation_taxon_count_calc,observation note,identified?,voucher?,hedge?,number of plants,number of plants front,number of plants back,taxon,new  taxon,vs_vegetation_taxon_group_calc,observation note,identified?,voucher?,hedge?,height of plant (m),plant width north-south (m),plant width east-west (m),clinometer distance (m),top of plant (deg),base of plant (deg),shrub shape,shrub class,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
count,Ambrosia deltoidea,,,,yes,no,no,310,,,,,,,,,,,,,,,,,,97,ESCA_shrub_survey,10,230549900,c48309e9-515f-49d0-8bda-476cc615df0d,2023-04-06 23:30:11,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Encelia farinosa,,,,yes,no,no,733,,,,,,,,,,,,,,,,,,98,ESCA_shrub_survey,10,230549900,c48309e9-515f-49d0-8bda-476cc615df0d,2023-04-06 23:30:11,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,NULL,,,,,,no,,,,,,,,,,,,,,,,,,,99,ESCA_shrub_survey,10,230549900,c48309e9-515f-49d0-8bda-476cc615df0d,2023-04-06 23:30:11,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Ambrosia deltoidea,,,,yes,no,no,339,,,,,,,,,,,,,,,,,,100,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Ambrosia deltoidea,,,,yes,no,no,,,,,,,,,101,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Krameria grayi,,,,yes,no,no,33,,,,,,,,,,,,,,,,,,102,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Ephedra aspera,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,103,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Encelia farinosa,,,,yes,no,no,2,,,,,,,,,,,,,,,,,,104,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Lycium exsertum,,,,yes,no,no,3,,,,,,,,,,,,,,,,,,105,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Krameria grayi,,,,yes,no,no,,,,,,,,,106,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Ephedra aspera,,,,yes,no,no,,,,,,,,,107,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Encelia farinosa,,,,yes,no,no,,,,,,,,,108,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Lycium exsertum,,,,yes,no,no,,,,,,,,,109,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Echinocereus engelmannii,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,110,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Echinocereus engelmannii,,,,yes,no,no,,,,,,,,,111,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Cylindropuntia leptocaulis,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,112,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Cylindropuntia leptocaulis,,,,yes,no,no,,,,,,,,,113,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Eriogonum fasciculatum,,,15,yes,no,no,15,,,,,,,,,,,,,,,,,,114,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Eriogonum fasciculatum,,,,yes,no,no,,,,,,,,,115,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Cylindropuntia acanthocarpa,,,,yes,no,no,4,,,,,,,,,,,,,,,,,,116,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Cylindropuntia acanthocarpa,,,,yes,no,no,,,,,,,,,117,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Acacia greggii,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,118,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Acacia greggii,,,,yes,no,no,,,,,,,,,119,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Larrea tridentata,,,,yes,no,no,20,,,,,,,,,,,,,,,,,,120,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Larrea tridentata,,,,yes,no,no,,,,,,,,,121,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Simmondsia chinensis,,,,yes,no,no,7,,,,,,,,,,,,,,,,,,122,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Simmondsia chinensis,,,,yes,no,no,,,,,,,,,123,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Mammillaria grahamii,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,124,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Mammillaria grahamii,,,,yes,no,no,,,,,,,,,125,ESCA_shrub_survey,11,230549923,87625a70-94c8-49d6-b7ad-5e2591df0a3e,2023-04-06 23:30:39,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Encelia farinosa,,,,yes,no,no,,,,,,,,,126,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Sphaeralcea ambigua,,,,yes,no,no,,,,,,,,,127,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Hyptis emoryi,,,,yes,no,no,,,,,,,,,128,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Viguiera parishii,,,,yes,no,no,,,,,,,,,129,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Lycium fremontii,,,U,yes,no,no,,,,,,,,,130,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Janusia gracilis,,,,yes,no,no,,,,,,,,,131,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Lycium berlandieri,,,,yes,no,no,,,,,,,,,132,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Eriogonum fasciculatum,,,,yes,no,no,,,,,,,,,133,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Krameria grayi,,,,yes,no,no,,,,,,,,,134,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Ditaxis lanceolata,,,,yes,no,no,,,,,,,,,135,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Mirabilis bigelovii,,,,yes,no,no,,,,,,,,,136,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Larrea tridentata,,,,yes,no,no,,,,,,,,,137,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Galium stellatum,,,,yes,no,no,,,,,,,,,138,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Bernardia incana,,,,yes,no,no,,,,,,,,,139,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Muhlenbergia,,,"M. porteri, identified by JB",yes,no,no,,,,,,,,,140,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Ambrosia deltoidea,,,,yes,no,no,,,,,,,,,141,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Ephedra aspera,,,,yes,no,no,,,,,,,,,142,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Crossosoma bigelovii,,,,yes,no,no,,,,,,,,,143,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Brickellia coulteri,,,,yes,no,no,,,,,,,,,144,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Ambrosia deltoidea,,,,yes,no,no,6,,,,,,,,,,,,,,,,,,145,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Larrea tridentata,,,,yes,no,no,3,,,,,,,,,,,,,,,,,,146,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Muhlenbergia,,,"M. porteri, identified by JB",yes,no,no,4,,,,,,,,,,,,,,,,,,147,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Galium stellatum,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,148,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Mirabilis bigelovii,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,149,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Ephedra aspera,,,,yes,no,no,7,,,,,,,,,,,,,,,,,,150,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Bernardia incana,,,,yes,no,no,2,,,,,,,,,,,,,,,,,,151,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Brickellia coulteri,,,,yes,no,no,7,,,,,,,,,,,,,,,,,,152,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Crossosoma bigelovii,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,153,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Lycium fremontii,,,,yes,no,no,4,,,,,,,,,,,,,,,,,,154,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Encelia farinosa,,,,yes,no,no,652,,,,,,,,,,,,,,,,,,155,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Eriogonum fasciculatum,,,,yes,no,no,9,,,,,,,,,,,,,,,,,,156,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Krameria grayi,,,,yes,no,no,6,,,,,,,,,,,,,,,,,,157,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Janusia gracilis,,,,yes,no,no,17,,,,,,,,,,,,,,,,,,158,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Ditaxis lanceolata,,,,yes,no,no,13,,,,,,,,,,,,,,,,,,159,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Lycium berlandieri,,,,yes,no,no,7,,,,,,,,,,,,,,,,,,160,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Viguiera parishii,,,,yes,no,no,16,,,,,,,,,,,,,,,,,,161,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Hyptis emoryi,,,,yes,no,no,21,,,,,,,,,,,,,,,,,,162,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Sphaeralcea ambigua,,,,yes,no,no,30,,,,,,,,,,,,,,,,,,163,ESCA_shrub_survey,12,230549934,ec86b7e2-cb9f-4287-9eca-9ca8ec6bfa83,2023-04-06 23:31:03,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Echinocereus engelmannii,,,,yes,no,no,,,,,,,,,164,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Echinocereus engelmannii,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,165,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Ferocactus cylindraceus,,,,yes,no,no,,,,,,,,,166,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Ferocactus cylindraceus,,,,yes,no,no,4,,,,,,,,,,,,,,,,,,167,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Mammillaria grahamii,,,,yes,no,no,,,,,,,,,168,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Mammillaria grahamii,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,169,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Calliandra eriophylla,,,,yes,no,no,,,,,,,,,170,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Calliandra eriophylla,,,,yes,no,no,15,,,,,,,,,,,,,,,,,,171,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Cylindropuntia acanthocarpa,,,,yes,no,no,,,,,,,,,172,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Cylindropuntia acanthocarpa,,,,yes,no,no,7,,,,,,,,,,,,,,,,,,173,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Lycium exsertum,,,,yes,no,no,,,,,,,,,174,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Lycium exsertum,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,175,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Mirabilis bigelovii,,,,yes,no,no,,,,,,,,,176,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Mirabilis bigelovii,,,,yes,no,no,1,,,,,,,,,,,,,,,,,,177,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Krameria grayi,,,,yes,no,no,,,,,,,,,178,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Krameria grayi,,,,yes,no,no,4,,,,,,,,,,,,,,,,,,179,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Larrea tridentata,,,,yes,no,no,,,,,,,,,180,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Larrea tridentata,,,,yes,no,no,22,,,,,,,,,,,,,,,,,,181,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Ambrosia deltoidea,,,,yes,no,no,,,,,,,,,182,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Ambrosia deltoidea,,,,yes,no,no,109,,,,,,,,,,,,,,,,,,183,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Encelia farinosa,,,,yes,no,no,,,,,,,,,184,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Encelia farinosa,,,,yes,no,no,173,,,,,,,,,,,,,,,,,,185,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Marina parryi,,,,yes,no,no,,,,,,,,,186,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Marina parryi,,,,yes,no,no,96,,,,,,,,,,,,,,,,,,187,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Aristida purpurea,,,,yes,no,no,,,,,,,,,188,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
count,Aristida purpurea,,,,yes,no,no,17,,,,,,,,,,,,,,,,,,189,ESCA_shrub_survey,13,230692527,f5667116-ed89-496b-8d38-4dfec0a0a54d,2023-04-07 21:01:18,,,submitted_via_web,caplter_luke,vQJFcyBBp97S6P34kggpQx,
survey,,,,,,,,,,,Ferocactus cylindraceus,,Ferocactus cylindraceus,,yes,no,no,,,,,,,,,190,ESCA_shrub_survey,14,231097207,cf9df72b-0492-4268-a803-9155872079a8,2023-04-10 21:16:05,,,submitted_via_web,caplter_vader,vDRPTpoy5op6UkCuTp7hv9,
survey,,,,,,,,,,,Fagonia laevis,,Fagonia laevis,,yes,no,no,,,,,,,,,191,ESCA_shrub_survey,14,231097207,cf9df72b-0492-4268-a803-9155872079a8,2023-04-10 21:16:05,,,submitted_via_web,caplter_vader,vDRPTpoy5op6UkCuTp7hv9,
survey,,,,,,,,,,,Mammillaria grahamii,,Mammillaria grahamii,,yes,yes,no,,,,,,,,,192,ESCA_shrub_survey,14,231097207,cf9df72b-0492-4268-a803-9155872079a8,2023-04-10 21:16:05,,,submitted_via_web,caplter_vader,vDRPTpoy5op6UkCuTp7hv9,
