taxa_clean,taxonID,taxonRank,acceptedNameUsageID,taxonomicStatus,update_date,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,vernacularName
Ulmus pumila,ITIS:19057,species,ITIS:19057,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Rosales,Ulmaceae,Ulmus,pumila,,Siberian elm
Porophyllum,ITIS:38260,genus,ITIS:38260,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,poreleaf
Cirsium,ITIS:36334,genus,ITIS:36334,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,thistle
Oenothera speciosa,ITIS:27415,species,ITIS:27415,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Myrtales,Onagraceae,Oenothera,speciosa,,pinkladies
Stephanomeria,ITIS:38442,genus,ITIS:38442,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,wirelettuce
Malvaceae,ITIS:21608,family,ITIS:21608,accepted,2020-08-28,NA,NA,NA,NA,NA,NA,,,mallows
Heliotropium curassavicum,ITIS:31635,species,ITIS:31635,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,curassavicum,,salt heliotrope
Acacia,ITIS:26417,genus,ITIS:26417,accepted,2012-12-21,NA,NA,NA,NA,NA,NA,,,NA
Pelargonium,ITIS:29154,genus,ITIS:29154,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,geranium
Portulaca halimoides,ITIS:20431,species,ITIS:20431,accepted,2012-03-29,Plantae,NA,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,halimoides,,sinkerleaf purslane
Leptochloa dubia,ITIS:41822,species,ITIS:41822,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Leptochloa,dubia,,green sprangletop
Phalaris canariensis,ITIS:41336,species,ITIS:41336,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Phalaris,canariensis,,common canarygrass
Carpobrotus,ITIS:19932,genus,ITIS:19932,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,fig marigold
Onagraceae,ITIS:27279,family,ITIS:27279,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,evening primroses
Prosopis chilensis,ITIS:506805,species,ITIS:506805,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,,algarrobo
Mentzelia pumila,ITIS:503800,species,ITIS:503800,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Cornales,Loasaceae,Mentzelia,pumila,,golden blazingstar
Rumex dentatus,ITIS:20954,species,ITIS:20954,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,dentatus,,toothed dock
Apium leptophyllum,ITIS:508960,species,ITIS:507572,synonym,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Cyclospermum,leptophyllum,,marsh parsley
Lobelia erinus,ITIS:503509,species,ITIS:503509,accepted,2012-02-27,Plantae,NA,Magnoliopsida,Asterales,Campanulaceae,Lobelia,erinus,,edging lobelia
Datura wrightii,ITIS:30521,species,ITIS:30521,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Datura,wrightii,,sacred thornapple
Draba brachycarpa,ITIS:22865,species,ITIS:22865,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Draba,brachycarpa,,shortpod draba
Pinus canariensis,ITIS:565621,species,ITIS:565621,accepted,2011-07-25,Plantae,NA,Pinopsida,Pinales,Pinaceae,Pinus,canariensis,,Canary Island pine
Cucurbitaceae,ITIS:22337,family,ITIS:22337,accepted,2021-02-20,NA,NA,NA,NA,NA,NA,,,squashes
Erigeron divergens,ITIS:35852,species,ITIS:35852,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Erigeron,divergens,,spreading fleabane
Atriplex canescens,ITIS:20518,species,ITIS:20518,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,canescens,,fourwing saltbush
Salvia farinacea,ITIS:32713,species,ITIS:32713,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Salvia,farinacea,,mealycup sage
Origanum vulgare,ITIS:32632,species,ITIS:32632,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Origanum,vulgare,,oregano
Lepidium densiflorum,ITIS:22960,species,ITIS:22960,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,densiflorum,,prairie pepperweed
Neptunia,ITIS:26799,genus,ITIS:26799,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,puff
Thymophylla acerosa,ITIS:505493,species,ITIS:505493,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Thymophylla,acerosa,,Texas dogweed
Astragalus tephrodes,ITIS:25699,species,ITIS:25699,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Astragalus,tephrodes,,ashen milkvetch
Matricaria,ITIS:38073,genus,ITIS:38073,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,mayweed
Greeneocharis circumscissa,ITIS:514254,species,ITIS:527553,synonym,2011-12-08,NA,NA,NA,NA,NA,NA,,,cushion cryptantha
Euphorbia polycarpa,ITIS:28122,species,ITIS:28122,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,polycarpa,,smallseed sandmat
Muhlenbergia,ITIS:41883,genus,ITIS:41883,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,muhly
Logfia arizonica,ITIS:780424,species,ITIS:780424,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Logfia,arizonica,,Arizona cottonrose
Caesalpinia gilliesii,ITIS:26504,species,ITIS:820816,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Erythrostemon,gilliesii,,NA
Salvia greggii,ITIS:32689,species,ITIS:32689,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Salvia,greggii,,autumn sage
Isocoma tenuisecta,ITIS:503209,species,ITIS:503209,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Isocoma,tenuisecta,,burroweed
Senecio,ITIS:36084,genus,ITIS:36084,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,ragwort
Leucanthemum paludosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evax multicaulis,ITIS:513483,species,ITIS:780286,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Diaperia,verna,,spring pygmycudweed
Petunia,ITIS:30581,genus,ITIS:30581,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,petunia
Oenothera,ITIS:27367,genus,ITIS:27367,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,eveningprimrose
Ditaxis lanceolata,ITIS:512393,species,ITIS:512393,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Ditaxis,lanceolata,,narrowleaf silverbush
Amaranthus fimbriatus,ITIS:20732,species,ITIS:20732,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,fimbriatus,,fringed amaranth
Erodium,ITIS:29144,genus,ITIS:29144,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,storks bill
Mirabilis,ITIS:19624,genus,ITIS:19624,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,four oclock
Ambrosia,ITIS:36495,genus,ITIS:36495,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,ragweed
Lolium temulentum,ITIS:40900,species,ITIS:40900,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Lolium,temulentum,,poison darnel
Aristida ternipes,ITIS:41435,species,ITIS:41435,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Aristida,ternipes,,spidergrass
Washingtonia,ITIS:42513,genus,ITIS:42513,accepted,2011-04-25,NA,NA,NA,NA,NA,NA,,,fan palm
Verbena rigida,ITIS:32118,species,ITIS:32118,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Verbenaceae,Verbena,rigida,,tuberous vervain
Arecastrum,ITIS:500795,genus,ITIS:500820,synonym,2011-04-25,NA,NA,NA,NA,NA,NA,,,syagrus
Pterostegia drymarioides,ITIS:21317,species,ITIS:21317,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Pterostegia,drymarioides,,woodland pterostegia
Notholaena californica,ITIS:17616,species,ITIS:17616,accepted,2012-10-26,Plantae,NA,Polypodiopsida,Polypodiales,Pteridaceae,Notholaena,californica,,California cloak fern
Bryophyta,ITIS:14189,division,ITIS:14189,accepted,2020-09-25,NA,NA,NA,NA,NA,NA,,,mosses
Asparagus,ITIS:42782,genus,ITIS:42782,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,asparagus
Veronica,ITIS:33396,genus,ITIS:33396,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,speedwell
Pleuraphis mutica,ITIS:507994,species,ITIS:41769,synonym,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Hilaria,mutica,,NA
Coreopsis,ITIS:37123,genus,ITIS:37123,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,tickseed
Penstemon subulatus,ITIS:33778,species,ITIS:33778,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Penstemon,subulatus,,hackberry beardtongue
Viguiera deltoidea,ITIS:38653,species,ITIS:38653,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Viguiera,deltoidea,,triangle goldeneye
Geranium,ITIS:29104,genus,ITIS:29104,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,geranium
Gazania,ITIS:37427,genus,ITIS:37427,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,gazania
Ambrosia confertiflora,ITIS:36522,species,ITIS:36522,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ambrosia,confertiflora,,weakleaf burr ragweed
Pittosporum,ITIS:24066,genus,ITIS:24066,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,cheesewood
Ranunculaceae,ITIS:18410,family,ITIS:18410,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,crowfoot
Linum,ITIS:29201,genus,ITIS:29201,accepted,2012-03-29,NA,NA,NA,NA,NA,NA,,,flax
Vinca major,ITIS:30237,species,ITIS:30237,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Vinca,major,,periwinkle
Chrysanthemum maximum,ITIS:510897,species,ITIS:37902,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,maximum,,max chrysanthemum
Vitex,ITIS:32220,genus,ITIS:32220,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,chastetree
Beta vulgaris,ITIS:20681,species,ITIS:20681,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Beta,vulgaris,,common beet
Ranunculus asiaticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ziziphus,ITIS:28594,genus,ITIS:28594,accepted,2011-10-27,NA,NA,NA,NA,NA,NA,,,jujube
Selaginella,ITIS:17064,genus,ITIS:17064,accepted,2012-12-21,NA,NA,NA,NA,NA,NA,,,spikemoss
Sisymbrium orientale,ITIS:23317,species,ITIS:23317,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,orientale,,Indian hedgemustard
Monocotyledoneae,ITIS:38880,class,ITIS:846542,synonym,2014-12-22,NA,NA,NA,NA,NA,NA,,,monocotyledons
Gossypium hirsutum,ITIS:21711,species,ITIS:21711,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Gossypium,hirsutum,,upland cotton
Machaeranthera,ITIS:37970,genus,ITIS:37970,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,tansyaster
Asclepias,ITIS:30240,genus,ITIS:30240,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,milkweed
Tagetes erecta,ITIS:38483,species,ITIS:38483,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Tagetes,erecta,,French marigold
Sansevieria,ITIS:43011,genus,ITIS:43011,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,sansevieria
Stachys coccinea,ITIS:32333,species,ITIS:32333,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Stachys,coccinea,,scarlet hedgenettle
Lathyrus odoratus,ITIS:25864,species,ITIS:25864,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Lathyrus,odoratus,,sweetpea
Agave weberi,ITIS:182702,species,ITIS:182702,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Agave,weberi,,Webers century plant
Phacelia ramosissima,ITIS:31585,species,ITIS:31585,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,ramosissima,,branching phacelia
Araceae,ITIS:42521,family,ITIS:42521,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,Arums
Leucophyllum frutescens,ITIS:33629,species,ITIS:33629,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Scrophulariaceae,Leucophyllum,frutescens,,Texas barometer bush
Ipomoea x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lasthenia chrysostoma,ITIS:37836,species,ITIS:780741,synonym,2010-10-05,NA,NA,NA,NA,NA,NA,,,California goldfields
Dimorphotheca,ITIS:37244,genus,ITIS:37244,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,Cape marigold
Consolida ajacis,ITIS:501621,species,ITIS:501621,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Ranunculales,Ranunculaceae,Consolida,ajacis,,doubtful knights spur
Dimorphocarpa wislizeni,ITIS:502067,species,ITIS:502067,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Dimorphocarpa,wislizeni,,touristplant
Pistacia lentiscus,ITIS:506468,species,ITIS:506468,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,lentiscus,,mastic tree
Horsfordia newberryi,ITIS:21805,species,ITIS:21805,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Horsfordia,newberryi,,yellow feltplant
Agapanthus,ITIS:500768,genus,ITIS:500768,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,agapanthus
Chamaerops,ITIS:500802,genus,ITIS:500802,accepted,2011-04-25,NA,NA,NA,NA,NA,NA,,,fan palm
Cosmos,ITIS:37161,genus,ITIS:37161,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,cosmos
Dalea greggii,ITIS:26620,species,ITIS:26620,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Dalea,greggii,,Greggs prairieclover
Papaver orientale,ITIS:18892,species,ITIS:18892,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,orientale,,Oriental poppy
Physalis,ITIS:30587,genus,ITIS:30587,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,groundcherry
Heterotheca subaxillaris,ITIS:37686,species,ITIS:37686,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Heterotheca,subaxillaris,,camphorweed
Leptochloa,ITIS:41817,genus,ITIS:41817,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,sprangletop
Janusia,ITIS:29276,genus,ITIS:29276,accepted,2012-03-29,NA,NA,NA,NA,NA,NA,,,NA
Janusia,ITIS:872300,genus,ITIS:872300,accepted,2012-04-26,NA,NA,NA,NA,NA,NA,,,NA
Machaeranthera pinnatifida,ITIS:38005,species,ITIS:780550,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Xanthisma,spinulosum,,spiny goldenweed
Ceratostigma plumbaginoides,ITIS:501367,species,ITIS:501367,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,Ceratostigma,plumbaginoides,,blue leadwood
Ruellia brittoniana,ITIS:34372,species,ITIS:832873,synonym,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,simplex,,softseed wild petunia
Solanum lycopersicum,ITIS:521671,species,ITIS:521671,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Solanum,lycopersicum,,garden tomato
Convolvulus,ITIS:30701,genus,ITIS:30701,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,field bindweed
Descurainia,ITIS:22819,genus,ITIS:22819,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,tansymustard
Nyctaginaceae,ITIS:19542,family,ITIS:19542,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,four oclocks
Loeseliastrum schottii,ITIS:503529,species,ITIS:503529,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Ericales,Polemoniaceae,Loeseliastrum,schottii,,Schotts calico
Rumex hymenosepalus,ITIS:20962,species,ITIS:20962,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,hymenosepalus,,canaigre dock
Pisum sativum,ITIS:26867,species,ITIS:26867,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Pisum,sativum,,garden pea
Sporobolus,ITIS:42115,genus,ITIS:42115,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,dropseed spp
Sinapis arvensis,ITIS:23310,species,ITIS:23310,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Sinapis,arvensis,,wild mustard
Silybum marianum,ITIS:38413,species,ITIS:38413,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Silybum,marianum,,variegated thistle
Convolvulus mauritanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petroselinum crispum,ITIS:822347,species,ITIS:822347,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Petroselinum,crispum,,parsley
Crassula erecta,ITIS:24100,species,ITIS:501661,synonym,2012-05-31,Plantae,NA,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,connata,,sand pygmyweed
Salvia,ITIS:32680,genus,ITIS:32680,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,sage
Pteridaceae,ITIS:500073,family,ITIS:500073,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,maidenhair ferns
Tamarix chinensis,ITIS:22308,species,ITIS:22308,accepted,2021-02-20,Plantae,NA,Magnoliopsida,Caryophyllales,Tamaricaceae,Tamarix,chinensis,,tamarix
Galium,ITIS:34796,genus,ITIS:34796,accepted,2012-02-27,NA,NA,NA,NA,NA,NA,,,bedstraw
Palafoxia arida,ITIS:38147,species,ITIS:38147,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Palafoxia,arida,,giant Spanish needle
Spinacia oleracea,ITIS:20709,species,ITIS:20709,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Spinacia,oleracea,,spinach
Hordeum vulgare,ITIS:40874,species,ITIS:40874,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Hordeum,vulgare,,common barley
Phalaris caroliniana,ITIS:41343,species,ITIS:41343,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Phalaris,caroliniana,,Carolina canarygrass
Myrtus communis,ITIS:506164,species,ITIS:506164,accepted,2011-10-27,Plantae,NA,Magnoliopsida,Myrtales,Myrtaceae,Myrtus,communis,,myrtle
Plantago lanceolata,ITIS:32874,species,ITIS:32874,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,lanceolata,,ribwort
Hoffmannseggia,ITIS:202477,genus,ITIS:202477,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,rushpea
Acacia farnesiana,ITIS:26427,species,ITIS:821007,synonym,2011-06-29,NA,NA,NA,NA,NA,NA,,,sweet acacia
Leptochloa panicea,ITIS:41827,species,ITIS:41827,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Leptochloa,panicea,,mucronate sprangletop
Carpobrotus edulis,ITIS:19934,species,ITIS:19934,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Caryophyllales,Aizoaceae,Carpobrotus,edulis,,Hottentot fig
Eschscholzia minutiflora,ITIS:18963,species,ITIS:18963,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Ranunculales,Papaveraceae,Eschscholzia,minutiflora,,pygmy poppy
Bromus diandrus,ITIS:40498,species,ITIS:40498,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Bromus,diandrus,,ripgut brome
Passiflora,ITIS:22219,genus,ITIS:22219,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,passionflower
Linum usitatissimum,ITIS:29226,species,ITIS:29226,accepted,2012-03-29,Plantae,NA,Magnoliopsida,Malpighiales,Linaceae,Linum,usitatissimum,,common flax
Ayenia,ITIS:21566,genus,ITIS:21566,accepted,2020-08-28,NA,NA,NA,NA,NA,NA,,,NA
Petroselinum,ITIS:29816,genus,ITIS:29816,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,parsley
Lesquerella,ITIS:23162,genus,ITIS:23269,synonym,2011-08-30,NA,NA,NA,NA,NA,NA,,,twinpod
Camissonia confusa,ITIS:27502,species,ITIS:836040,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis,confusa,,San Bernardino suncup
Musa acuminata,ITIS:42390,species,ITIS:42390,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Zingiberales,Musaceae,Musa,acuminata,,edible banana
Cleome lutea,ITIS:22620,species,ITIS:823037,synonym,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Cleomaceae,Peritoma,lutea,,yellow spiderflower
Solanum melongena,ITIS:30446,species,ITIS:30446,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Solanum,melongena,,eggplant
Oxalis pes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brassica juncea,ITIS:23059,species,ITIS:23059,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Brassica,juncea,,India mustard
Lolium multiflorum,ITIS:40892,species,ITIS:40892,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Lolium,multiflorum,,Italian ryegrass
Lamiaceae,ITIS:32251,family,ITIS:32251,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,mints
Mentzelia affinis,ITIS:503755,species,ITIS:503755,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Cornales,Loasaceae,Mentzelia,affinis,,yellowcomet
Matthiola longipetala,ITIS:503708,species,ITIS:503708,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Matthiola,longipetala,,night scented stock
Gnaphalium,ITIS:36693,genus,ITIS:36693,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,cudweed
Leptosiphon chrysanthus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouteloua aristidoides,ITIS:41497,species,ITIS:41497,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Bouteloua,aristidoides,,needle grama
Erigeron bonariensis,ITIS:35805,species,ITIS:37112,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Conyza,bonariensis,,wavy leaf fleabane
Yucca pendula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hardenbergia violacea,ITIS:820378,species,ITIS:820378,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Hardenbergia,violacea,,vine lilac
Glandularia,ITIS:32171,genus,ITIS:32171,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,mock vervain
Sorghum,ITIS:42106,genus,ITIS:42106,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,sorghum
Persicaria lapathifolia,ITIS:518735,species,ITIS:518735,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,lapathifolia,,curlytop knotweed
Stellaria,ITIS:20163,genus,ITIS:20163,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,starwort
Hyptis emoryi,ITIS:32524,species,ITIS:32524,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Hyptis,emoryi,,desert lavender
Vinca,ITIS:30235,genus,ITIS:30235,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,periwinkle
Brickellia,ITIS:36859,genus,ITIS:36859,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,brickellia
Aloe saponaria,ITIS:950952,species,ITIS:950585,synonym,2014-10-27,Plantae,NA,Magnoliopsida,Asparagales,Xanthorrhoeaceae,Aloe,maculata,,zabila
Fragaria,ITIS:24624,genus,ITIS:24624,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,strawberry
Euphorbia maculata,ITIS:28034,species,ITIS:28034,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,maculata,,spotted spurge
Tridens muticus,ITIS:42228,species,ITIS:42228,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Tridens,muticus,,slim tridens
Nerium oleander,ITIS:30184,species,ITIS:30184,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Nerium,oleander,,oleander
Yucca,ITIS:43116,genus,ITIS:43116,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,yucca
Ambrosia deltoidea,ITIS:36505,species,ITIS:36505,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ambrosia,deltoidea,,triangle bursage
Larrea tridentata,ITIS:29051,species,ITIS:29051,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Zygophyllales,Zygophyllaceae,Larrea,tridentata,,creosotebush
Cylindropuntia,ITIS:906970,genus,ITIS:906970,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,NA
Cylindropuntia arbuscula,ITIS:907695,species,ITIS:907695,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,arbuscula,,NA
Echinocereus engelmannii,ITIS:19806,species,ITIS:19806,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,engelmannii,,strawberry cactus
Ephedra,ITIS:183496,genus,ITIS:183496,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,Mormon tea
Eriogonum fasciculatum,ITIS:21132,species,ITIS:21132,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,fasciculatum,,yellow buckwheat
Krameria grayi,ITIS:26753,species,ITIS:897365,synonym,2012-09-26,Plantae,NA,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,bicolor,,NA
